respondent_id,segment,role,building_type,num_buildings,total_gfa,primary_emirate,years_in_uae,monthly_bill_aed,bill_category,hvac_pct_of_bill,bill_change_3yr,summer_cooling_spike,monitor_manual,monitor_smart_meter,monitor_bms,monitor_iot,monitor_audit,monitor_none,realtime_visibility_score,energy_intensity_tracking,pain_high_cost,pain_old_hvac,pain_no_data,pain_occupancy,pain_wastage,pain_comfort,pain_maintenance,pain_compliance,hvac_satisfaction,strategy_awareness,sustainability_strategy,tariff_impact,stakeholder_pressure,tech_smart_meter,tech_iot_sensor,tech_auto_lighting,tech_bms,tech_air_quality,tech_ai_maintenance,tech_solar,tech_none,ai_openness,min_savings_threshold,feat_dashboard,feat_auto_hvac,feat_occupancy,feat_predictive,feat_air_quality,feat_carbon,feat_bms_integ,feat_mobile_app,feat_compliance,commercial_model,max_payback,wtp_aed_per_building,wtp_category,pilot_interest,ai_adoption_vision,adoption_class
728,Compliance-Led Adopters,Sustainability Officer,Mixed-Use,50+,20k-100km²,RAK,>10 years,530000.0,500k-2M,44.3,Increased 5-20%,<20%,0,0,0,1,1,0,4,Yes-systematic,1,0,1,1,1,1,1,1,3.0,Very familiar,Full strategy,Minimal,7.0,1,0,0,1,1,0,0,0,4,21-30%,4,4,5,4,5,4.0,3,3,5,Savings-Sharing,1-2yr,14789.712359906876,5k-15k,4,Premium/Grade-A only,Evaluator
729,Cost-Driven Laggards,Other,Other,16-50,5k-20km²,Dubai,6-10 years,11000.0,<20k,72.4,Increased 5-20%,>100%,1,1,1,0,0,0,6,No plans,1,0,0,0,1,1,1,0,3.0,Not familiar,In development,Moderately impacted,7.0,0,0,0,0,0,0,0,1,3,5-10%,4,4,5,4,3,4.0,4,3,2,CAPEX,3-5yr,560.0707489981769,<2k,3,Premium/Grade-A only,Evaluator
730,Cost-Driven Laggards,Facilities Manager,Commercial Office,6-15,100k-500km²,Abu Dhabi,2-5 years,173000.0,100k-500k,78.6,Increased>20%,>100%,0,1,1,0,0,0,1,Plan to,1,1,1,0,1,0,0,0,2.0,Not familiar,In development,Moderately impacted,5.0,1,0,0,0,0,0,0,0,2,21-30%,2,5,3,3,4,3.0,2,5,3,Managed Service,5-7yr,5207.0559653630235,5k-15k,2,Limited adoption,Not Ready
731,Tech-Forward Operators,Other,Commercial Office,50+,100k-500km²,Dubai,2-5 years,764000.0,500k-2M,63.2,Increased 5-20%,51-100%,0,0,1,1,0,0,7,Yes-occasional,1,1,1,1,0,1,0,0,4.0,Very familiar,Full strategy,Moderately impacted,9.0,1,0,0,1,1,1,1,0,5,11-20%,4,4,5,5,3,4.0,4,4,4,SaaS Subscription,3-5yr,12820.031226977295,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
732,Tech-Forward Operators,Sustainability Officer,Commercial Office,1,20k-100km²,Dubai,<2 years,496000.0,100k-500k,77.8,Decreased 5-20%,>100%,0,0,1,0,0,0,7,Yes-systematic,1,1,1,1,1,0,0,0,4.0,Very familiar,Full strategy,Significantly impacted,6.0,1,0,1,1,1,1,1,0,4,11-20%,5,5,5,5,4,3.0,5,4,2,Lease,5-7yr,13445.549983736812,5k-15k,5,Regulation-driven,High-Intent Buyer
733,Cost-Driven Laggards,Property Owner,Residential Tower,2-5,5k-20km²,Abu Dhabi,>10 years,143000.0,100k-500k,76.9,Increased 5-20%,>100%,1,0,0,1,0,0,2,No plans,1,1,1,0,1,1,1,0,3.0,Somewhat familiar,In development,Moderately impacted,6.0,0,0,0,0,0,0,0,1,3,11-20%,4,4,4,3,3,1.0,4,3,3,Savings-Sharing,1-2yr,4359.309944622245,2k-5k,2,Premium/Grade-A only,Evaluator
734,Compliance-Led Adopters,C-Suite Executive,Retail/Mall,16-50,<5000m²,Dubai,>10 years,267000.0,100k-500k,55.3,Decreased>20%,51-100%,0,1,1,0,1,0,5,Yes-systematic,1,0,0,1,0,0,1,1,1.0,Very familiar,Partial strategy,Moderately impacted,7.0,1,0,0,1,0,0,0,0,5,>30%,5,5,5,4,5,4.0,3,4,5,SaaS Subscription,3-5yr,7825.263344006777,5k-15k,3,Regulation-driven,Evaluator
735,Tech-Forward Operators,Operations Manager,Commercial Office,6-15,100k-500km²,Abu Dhabi,>10 years,1073000.0,500k-2M,73.7,Decreased 5-20%,51-100%,0,1,1,0,1,0,7,Yes-systematic,1,1,1,1,1,1,1,1,3.0,Somewhat familiar,Full strategy,Moderately impacted,6.0,1,1,0,1,0,1,0,0,5,11-20%,5,4,4,4,5,5.0,4,5,3,Savings-Sharing,3-5yr,10558.03057540191,5k-15k,3,Standard across all,Evaluator
736,Cost-Driven Laggards,C-Suite Executive,Residential Tower,6-15,100k-500km²,Sharjah,6-10 years,127000.0,100k-500k,81.9,Stable,>100%,0,0,1,0,0,0,4,No plans,1,0,0,0,0,0,1,1,3.0,Somewhat familiar,In development,Moderately impacted,4.0,0,0,1,0,0,0,0,0,1,11-20%,3,4,5,3,5,1.0,4,3,2,Savings-Sharing,>7yr,7950.639515405446,5k-15k,3,Premium/Grade-A only,Evaluator
737,Early Majority Evaluators,Operations Manager,Industrial/Warehouse,6-15,5k-20km²,RAK,2-5 years,465000.0,100k-500k,61.2,Increased>20%,51-100%,0,0,0,1,0,0,4,Yes-systematic,1,0,1,1,0,0,1,1,4.0,Not familiar,In development,Moderately impacted,7.0,0,1,1,0,1,1,0,0,2,21-30%,4,5,4,4,3,4.0,3,5,3,SaaS Subscription,<1yr,4240.898430946978,2k-5k,4,Regulation-driven,Evaluator
738,Compliance-Led Adopters,Sustainability Officer,Hotel/Hospitality,50+,20k-100km²,Sharjah,<2 years,211000.0,100k-500k,49.2,Increased 5-20%,51-100%,1,1,1,1,1,0,3,No plans,1,0,1,1,1,1,0,1,2.0,Familiar,Full strategy,Significantly impacted,10.0,1,1,0,0,1,0,1,0,4,21-30%,4,5,3,4,5,5.0,4,2,5,SaaS Subscription,1-2yr,2161.8083785507515,2k-5k,4,Regulation-driven,Evaluator
739,Early Majority Evaluators,C-Suite Executive,Hotel/Hospitality,6-15,100k-500km²,Sharjah,2-5 years,46000.0,20k-100k,48.0,Stable,51-100%,0,1,1,1,1,0,2,Plan to,1,1,1,1,0,0,1,1,3.0,Familiar,Partial strategy,No impact,4.0,1,0,0,0,0,0,0,0,3,>30%,4,3,3,5,3,4.0,4,4,3,SaaS Subscription,1-2yr,8801.047924520291,5k-15k,4,Premium/Grade-A only,Evaluator
740,Tech-Forward Operators,Hospitality Manager,Hotel/Hospitality,1,>500km²,RAK,>10 years,952000.0,500k-2M,57.4,Increased>20%,20-50%,0,0,0,1,0,1,8,Yes-systematic,1,0,1,1,1,0,1,1,5.0,Very familiar,Full strategy,Significantly impacted,8.0,1,1,1,1,1,0,1,0,4,11-20%,4,5,5,5,4,1.0,5,5,5,Savings-Sharing,<1yr,9453.628675736032,5k-15k,4,Standard across all,High-Intent Buyer
741,Tech-Forward Operators,Sustainability Officer,Commercial Office,50+,>500km²,Dubai,>10 years,2420816.2365195774,500k-2M,65.4,Increased 5-20%,51-100%,0,0,0,1,1,0,9,Yes-systematic,0,1,1,0,1,1,1,1,3.0,Very familiar,Plan to,Significantly impacted,5.0,1,1,1,1,1,0,1,0,5,5-10%,5,4,5,4,4,5.0,4,5,1,SaaS Subscription,1-2yr,4934.829808350381,2k-5k,5,Standard across all,High-Intent Buyer
742,Compliance-Led Adopters,C-Suite Executive,Mixed-Use,1,>500km²,Abu Dhabi,6-10 years,399000.0,100k-500k,65.5,Increased>20%,51-100%,0,0,1,1,0,0,7,Yes-occasional,1,0,1,0,1,0,1,1,3.0,Familiar,Full strategy,Moderately impacted,,1,0,1,1,1,1,0,0,4,>30%,5,2,5,5,5,5.0,4,3,5,CAPEX,1-2yr,13180.58576594738,5k-15k,3,Premium/Grade-A only,Evaluator
743,Resistant Traditionalists,C-Suite Executive,Hotel/Hospitality,1,20k-100km²,Dubai,>10 years,72000.0,20k-100k,93.1,Increased 5-20%,>100%,0,0,0,0,0,0,3,Plan to,0,1,0,0,0,1,1,0,3.0,Not familiar,Plan to,Moderately impacted,4.0,0,0,1,0,0,0,0,1,1,>30%,3,1,2,3,2,1.0,2,2,3,CAPEX,5-7yr,1926.5219514648115,<2k,2,Standard across all,Not Ready
744,Tech-Forward Operators,Sustainability Officer,Industrial/Warehouse,16-50,100k-500km²,Abu Dhabi,>10 years,192000.0,100k-500k,55.5,Decreased 5-20%,51-100%,0,0,1,1,0,0,9,Yes-occasional,1,1,0,1,1,0,1,0,5.0,Very familiar,Partial strategy,Moderately impacted,5.0,1,1,1,0,1,0,0,0,4,21-30%,3,5,3,4,5,3.0,5,4,3,CAPEX,1-2yr,9588.174167658224,5k-15k,5,Limited adoption,High-Intent Buyer
745,Early Majority Evaluators,Operations Manager,Mixed-Use,2-5,5k-20km²,Abu Dhabi,6-10 years,206000.0,100k-500k,53.3,Decreased 5-20%,>100%,0,0,1,0,0,0,4,Yes-occasional,1,1,1,1,1,0,1,0,2.0,Very familiar,Full strategy,Significantly impacted,6.0,1,1,1,0,1,0,1,0,5,5-10%,4,2,5,5,4,3.0,5,4,2,SaaS Subscription,3-5yr,9300.389340809794,5k-15k,4,Premium/Grade-A only,Evaluator
746,Early Majority Evaluators,Property Owner,Mixed-Use,2-5,<5000m²,Abu Dhabi,2-5 years,320715.4704145419,100k-500k,71.3,Increased 5-20%,>100%,0,1,0,0,0,0,3,Yes-systematic,1,1,1,0,1,0,1,0,2.0,Not familiar,In development,Significantly impacted,8.0,1,0,1,1,1,0,0,0,3,11-20%,4,4,3,4,2,3.0,3,5,4,SaaS Subscription,5-7yr,8015.0907466905,5k-15k,4,Standard across all,Evaluator
747,Tech-Forward Operators,C-Suite Executive,Commercial Office,6-15,20k-100km²,UAQ,>10 years,272000.0,100k-500k,56.1,Decreased>20%,>100%,0,0,1,1,0,0,9,Yes-systematic,1,1,0,0,1,1,0,0,2.0,Very familiar,Partial strategy,Not sure,5.0,1,1,1,1,1,0,1,0,4,5-10%,4,4,5,4,5,3.0,2,3,3,SaaS Subscription,3-5yr,4568.123237315546,2k-5k,5,Standard across all,High-Intent Buyer
748,Early Majority Evaluators,C-Suite Executive,Hotel/Hospitality,2-5,20k-100km²,Abu Dhabi,2-5 years,1042922.5215638439,100k-500k,55.5,Increased>20%,20-50%,0,0,1,0,0,1,4,Yes-systematic,1,0,0,1,1,0,1,0,2.0,Somewhat familiar,Plan to,Significantly impacted,5.0,1,0,0,0,1,0,0,0,3,11-20%,4,4,5,5,5,5.0,5,4,3,Savings-Sharing,3-5yr,6046.670897276309,5k-15k,3,Premium/Grade-A only,Evaluator
749,Tech-Forward Operators,Operations Manager,Hotel/Hospitality,16-50,20k-100km²,RAK,6-10 years,582000.0,500k-2M,70.5,Decreased 5-20%,20-50%,0,0,1,1,1,0,8,Yes-systematic,1,1,1,0,1,1,0,1,4.0,Familiar,Partial strategy,Moderately impacted,5.0,1,1,1,1,0,0,0,0,5,21-30%,4,4,5,4,4,4.0,5,5,2,SaaS Subscription,1-2yr,18414.865583615483,15k-30k,4,Regulation-driven,High-Intent Buyer
750,Early Majority Evaluators,Sustainability Officer,Industrial/Warehouse,6-15,100k-500km²,Dubai,>10 years,301000.0,100k-500k,67.1,Increased 5-20%,20-50%,0,0,0,0,0,0,5,Yes-occasional,0,0,1,1,1,0,0,0,3.0,Somewhat familiar,Plan to,Minimal,7.0,0,0,0,1,0,1,0,0,3,21-30%,4,4,3,5,4,3.0,4,2,4,CAPEX,3-5yr,12519.084673523495,5k-15k,5,Premium/Grade-A only,Evaluator
751,Resistant Traditionalists,C-Suite Executive,Commercial Office,2-5,20k-100km²,Sharjah,<2 years,99000.0,20k-100k,75.1,Increased 5-20%,51-100%,1,0,0,0,0,0,2,No plans,1,1,1,1,0,0,1,0,2.0,Familiar,No plans,Significantly impacted,2.0,0,0,0,0,0,0,0,1,2,21-30%,2,3,2,3,1,3.0,2,2,1,CAPEX,Savings-Guaranteed,500.0,<2k,2,Regulation-driven,Not Ready
752,Tech-Forward Operators,C-Suite Executive,Commercial Office,6-15,100k-500km²,Abu Dhabi,6-10 years,624000.0,500k-2M,72.9,Increased>20%,51-100%,0,0,0,1,0,0,5,Yes-systematic,0,1,0,1,1,0,0,1,2.0,Very familiar,Full strategy,Moderately impacted,7.0,1,1,1,1,1,0,1,0,5,21-30%,5,5,5,5,4,4.0,4,2,4,SaaS Subscription,3-5yr,11941.80802690435,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
753,Compliance-Led Adopters,Government Official,Government Facility,6-15,5k-20km²,Sharjah,6-10 years,541000.0,500k-2M,57.0,Decreased 5-20%,51-100%,0,1,1,0,1,0,8,Yes-systematic,1,0,0,1,0,1,1,1,2.0,Very familiar,Full strategy,Significantly impacted,6.0,0,1,0,0,1,0,0,0,4,Non-cost KPI,4,3,5,4,2,5.0,5,5,5,CAPEX,3-5yr,12095.122595847983,5k-15k,3,Standard across all,Evaluator
754,Early Majority Evaluators,Sustainability Officer,Retail/Mall,6-15,5k-20km²,Dubai,2-5 years,178000.0,100k-500k,58.6,Decreased 5-20%,>100%,0,1,1,0,0,1,4,Yes-occasional,1,1,1,1,1,0,0,0,4.0,Very familiar,Full strategy,Minimal,7.0,0,1,0,0,0,0,0,0,3,21-30%,5,5,4,4,2,3.0,4,2,4,Savings-Sharing,3-5yr,11290.146654159536,5k-15k,4,Standard across all,Evaluator
755,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,1,20k-100km²,Dubai,6-10 years,267000.0,100k-500k,68.1,Increased 5-20%,51-100%,0,1,1,0,0,0,8,Yes-occasional,1,1,1,0,1,1,1,1,1.0,Familiar,In development,Significantly impacted,5.0,1,0,1,0,0,0,1,0,4,11-20%,4,5,5,4,3,3.0,4,3,4,Savings-Sharing,3-5yr,8999.679100717853,5k-15k,3,Standard across all,Evaluator
756,Early Majority Evaluators,Sustainability Officer,Retail/Mall,2-5,100k-500km²,Dubai,>10 years,69000.0,20k-100k,74.1,Increased 5-20%,51-100%,0,1,1,0,0,0,6,Plan to,1,1,0,1,0,1,0,0,3.0,Familiar,Plan to,Minimal,7.0,1,1,0,1,0,0,0,0,4,21-30%,4,4,5,3,5,3.0,4,4,3,SaaS Subscription,3-5yr,7383.944227272237,5k-15k,4,Standard across all,High-Intent Buyer
757,Early Majority Evaluators,Operations Manager,Healthcare,6-15,<5000m²,Abu Dhabi,6-10 years,208000.0,100k-500k,68.1,Decreased 5-20%,51-100%,0,1,0,0,0,0,3,Yes-occasional,1,1,1,0,1,0,1,1,3.0,Somewhat familiar,In development,Significantly impacted,4.0,0,0,1,1,1,1,1,0,3,21-30%,5,3,5,4,4,4.0,4,3,4,SaaS Subscription,5-7yr,15793.300321745419,15k-30k,3,Premium/Grade-A only,Evaluator
758,Tech-Forward Operators,Hospitality Manager,Industrial/Warehouse,16-50,100k-500km²,Dubai,6-10 years,1302000.0,500k-2M,60.5,Increased 5-20%,>100%,0,0,1,0,0,0,7,Yes-systematic,1,1,1,1,1,0,0,1,3.0,Very familiar,Partial strategy,Minimal,5.0,0,1,0,1,1,1,0,0,4,11-20%,3,5,5,5,5,4.0,3,4,4,Lease,1-2yr,14659.745559644554,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
759,Tech-Forward Operators,Operations Manager,Hotel/Hospitality,6-15,100k-500km²,Dubai,2-5 years,879000.0,500k-2M,58.3,Decreased 5-20%,51-100%,0,0,0,1,1,0,8,No plans,1,0,1,1,1,1,1,0,5.0,Somewhat familiar,Full strategy,Significantly impacted,10.0,1,0,0,0,1,0,0,0,4,11-20%,4,5,4,2,3,4.0,5,5,3,Savings-Sharing,<1yr,13559.299409515786,5k-15k,5,Standard across all,High-Intent Buyer
760,Cost-Driven Laggards,Operations Manager,Other,2-5,5k-20km²,Dubai,6-10 years,58000.0,20k-100k,74.0,Stable,>100%,0,1,0,0,0,0,6,No plans,1,1,0,1,1,0,1,1,1.0,Familiar,In development,Moderately impacted,3.0,0,0,0,0,0,0,0,0,3,21-30%,3,4,4,3,4,3.0,2,3,3,Lease,5-7yr,3100.8358161669644,2k-5k,4,Premium/Grade-A only,Evaluator
761,Early Majority Evaluators,Sustainability Officer,Residential Tower,1,20k-100km²,Abu Dhabi,6-10 years,144000.0,100k-500k,75.7,Increased>20%,51-100%,0,1,1,0,1,0,10,Yes-systematic,1,1,1,0,0,0,1,1,3.0,Familiar,Plan to,Significantly impacted,7.0,1,0,0,1,1,0,0,1,2,21-30%,3,4,4,5,4,,5,4,3,CAPEX,5-7yr,11240.277825973,5k-15k,4,Standard across all,Evaluator
762,Tech-Forward Operators,Other,Hotel/Hospitality,16-50,100k-500km²,Abu Dhabi,6-10 years,614000.0,500k-2M,54.0,Increased 5-20%,>100%,0,0,1,1,0,0,9,Yes-systematic,1,1,1,1,0,0,0,0,1.0,Very familiar,Full strategy,Significantly impacted,9.0,1,1,1,1,1,0,0,0,5,5-10%,5,4,5,3,4,4.0,4,5,2,SaaS Subscription,1-2yr,18859.91894376941,15k-30k,3,Standard across all,Evaluator
763,Resistant Traditionalists,Operations Manager,Healthcare,6-15,5k-20km²,Dubai,6-10 years,42000.0,20k-100k,72.4,Decreased 5-20%,20-50%,1,0,0,0,0,0,2,Yes-occasional,1,0,0,0,0,0,0,0,3.0,Somewhat familiar,Plan to,Significantly impacted,2.0,0,0,0,0,1,0,0,1,2,Non-cost KPI,3,3,1,3,3,3.0,4,3,3,CAPEX,3-5yr,500.0,<2k,1,Limited adoption,Not Ready
764,Early Majority Evaluators,Operations Manager,Hotel/Hospitality,1,>500km²,Ajman,>10 years,110000.0,100k-500k,54.0,Increased 5-20%,20-50%,0,0,1,1,1,0,4,Yes-occasional,1,0,1,1,0,0,1,1,3.0,Very familiar,Plan to,Significantly impacted,4.0,1,1,0,0,0,0,0,0,3,11-20%,2,4,3,4,5,3.0,5,5,3,Savings-Sharing,3-5yr,14256.55912147762,5k-15k,5,Regulation-driven,Evaluator
765,Compliance-Led Adopters,Sustainability Officer,Healthcare,16-50,5k-20km²,Abu Dhabi,>10 years,430000.0,100k-500k,70.9,Increased 5-20%,20-50%,1,1,1,0,0,0,6,Yes-occasional,1,1,0,1,1,0,1,1,3.0,Very familiar,Plan to,Moderately impacted,9.0,1,1,0,0,0,0,0,1,3,11-20%,5,4,5,4,5,5.0,3,4,3,Lease,3-5yr,4771.997365370113,2k-5k,4,Premium/Grade-A only,Evaluator
766,Cost-Driven Laggards,Operations Manager,Residential Tower,6-15,20k-100km²,Abu Dhabi,>10 years,180000.0,100k-500k,78.9,Increased 5-20%,20-50%,1,1,1,0,0,0,5,No plans,1,1,0,0,0,0,0,0,3.0,Familiar,No plans,Moderately impacted,4.0,0,0,0,0,0,0,0,0,3,21-30%,4,3,3,4,4,3.0,2,2,2,Savings-Sharing,1-2yr,3775.4927029801056,2k-5k,2,Regulation-driven,Evaluator
767,Early Majority Evaluators,Property Owner,Hotel/Hospitality,2-5,20k-100km²,Ajman,2-5 years,105167.8976348551,20k-100k,74.9,Decreased 5-20%,51-100%,1,0,0,0,0,0,6,Yes-systematic,0,1,1,0,0,0,1,0,4.0,Not familiar,Full strategy,Moderately impacted,7.0,0,1,1,1,0,0,1,0,4,11-20%,5,4,5,4,3,3.0,3,2,3,Savings-Sharing,>7yr,1860.2240678965536,<2k,3,Regulation-driven,Evaluator
768,Early Majority Evaluators,Property Owner,Hotel/Hospitality,2-5,20k-100km²,Dubai,>10 years,174000.0,100k-500k,67.3,Decreased 5-20%,51-100%,0,0,1,1,0,0,6,Yes-occasional,1,1,1,1,0,1,1,0,2.0,Somewhat familiar,Partial strategy,Moderately impacted,6.0,0,0,1,1,1,0,0,1,2,11-20%,3,4,4,4,4,3.0,5,4,4,SaaS Subscription,<1yr,500.0,<2k,5,Premium/Grade-A only,Evaluator
769,Compliance-Led Adopters,Property Owner,Government Facility,6-15,100k-500km²,Abu Dhabi,>10 years,314318.18118523783,100k-500k,67.3,Increased 5-20%,51-100%,0,0,1,0,0,0,6,Yes-systematic,0,1,1,0,1,1,0,0,2.0,Very familiar,In development,Significantly impacted,9.0,0,1,0,0,1,0,0,0,4,11-20%,5,5,4,5,4,5.0,2,4,5,Managed Service,1-2yr,6413.574524210881,5k-15k,5,Premium/Grade-A only,High-Intent Buyer
770,Compliance-Led Adopters,Sustainability Officer,Government Facility,16-50,100k-500km²,Abu Dhabi,>10 years,361000.0,100k-500k,59.2,Increased 5-20%,51-100%,0,1,1,0,0,0,6,Yes-systematic,1,1,1,0,0,1,1,1,2.0,Very familiar,Partial strategy,Not sure,7.0,0,0,1,0,1,1,0,0,5,11-20%,3,3,5,4,5,4.0,4,4,5,SaaS Subscription,1-2yr,11556.839656812406,5k-15k,3,Premium/Grade-A only,Evaluator
771,Cost-Driven Laggards,Property Owner,Mixed-Use,2-5,20k-100km²,Abu Dhabi,>10 years,5000.0,<20k,71.0,Increased 5-20%,51-100%,0,0,0,0,0,0,2,Yes-occasional,1,1,1,1,1,0,1,0,3.0,Not familiar,Partial strategy,Moderately impacted,7.0,0,0,0,0,0,0,0,1,2,21-30%,4,4,4,5,2,1.0,2,4,2,Savings-Sharing,5-7yr,1075.9410438472682,<2k,5,Premium/Grade-A only,Evaluator
772,Cost-Driven Laggards,Hospitality Manager,Commercial Office,16-50,<5000m²,RAK,6-10 years,159000.0,100k-500k,81.7,Stable,>100%,1,1,0,0,0,0,3,No plans,1,0,0,0,0,0,1,0,3.0,Not familiar,Plan to,Significantly impacted,9.0,0,0,0,0,0,0,0,1,2,Non-cost KPI,3,5,4,3,5,4.0,3,2,3,Savings-Sharing,5-7yr,5489.202990936085,5k-15k,4,Premium/Grade-A only,Evaluator
773,Compliance-Led Adopters,Sustainability Officer,Government Facility,2-5,>500km²,Dubai,6-10 years,277000.0,100k-500k,65.6,Increased 5-20%,51-100%,0,0,0,1,0,0,8,No plans,1,0,1,1,0,1,1,1,2.0,Familiar,Full strategy,Significantly impacted,9.0,0,0,0,1,1,1,1,0,4,21-30%,4,4,5,4,5,,3,4,5,Savings-Sharing,<1yr,16028.382317899172,15k-30k,5,Standard across all,High-Intent Buyer
774,Resistant Traditionalists,Facilities Manager,Commercial Office,2-5,<5000m²,Dubai,>10 years,134000.0,100k-500k,55.0,Increased>20%,>100%,1,0,0,1,0,0,3,No plans,1,1,0,0,1,0,1,0,2.0,Somewhat familiar,Partial strategy,Moderately impacted,3.0,0,0,0,0,0,0,0,1,2,5-10%,2,1,3,2,4,1.0,3,1,1,Lease,1-2yr,2084.893318446074,2k-5k,2,Premium/Grade-A only,Not Ready
775,Resistant Traditionalists,Hospitality Manager,Mixed-Use,2-5,5k-20km²,Sharjah,>10 years,46000.0,20k-100k,68.3,Increased 5-20%,>100%,1,0,0,0,0,0,2,No plans,0,1,1,0,0,0,1,0,4.0,Not familiar,In development,Significantly impacted,3.0,0,0,0,0,0,0,0,1,3,>30%,3,2,1,2,3,2.0,1,1,1,CAPEX,1-2yr,1022.6006976050583,<2k,2,Regulation-driven,Evaluator
776,Cost-Driven Laggards,Other,Residential Tower,1,<5000m²,Abu Dhabi,<2 years,137000.0,100k-500k,66.7,Increased 5-20%,>100%,1,1,0,0,1,0,3,No plans,1,1,1,1,1,0,1,0,3.0,Somewhat familiar,In development,Moderately impacted,3.0,0,0,0,0,0,0,0,1,1,11-20%,4,5,4,5,2,1.0,3,2,1,SaaS Subscription,3-5yr,5748.357562096359,5k-15k,5,Premium/Grade-A only,Evaluator
777,Cost-Driven Laggards,Sustainability Officer,Residential Tower,2-5,5k-20km²,Dubai,2-5 years,10000.0,<20k,73.4,Decreased 5-20%,>100%,0,0,0,0,0,0,5,No plans,0,1,0,1,0,1,0,0,3.0,Familiar,No plans,Significantly impacted,4.0,0,0,0,0,1,0,0,1,3,21-30%,2,4,4,3,3,2.0,3,4,2,Lease,1-2yr,2917.8255401241586,2k-5k,3,Standard across all,Evaluator
778,Tech-Forward Operators,Sustainability Officer,Residential Tower,6-15,5k-20km²,Abu Dhabi,>10 years,83000.0,20k-100k,60.7,Stable,<20%,0,0,1,1,0,0,8,Yes-occasional,1,1,0,1,1,1,0,0,4.0,Very familiar,Full strategy,Moderately impacted,7.0,1,1,1,1,1,1,1,0,5,5-10%,5,2,2,4,4,4.0,4,4,4,Savings-Sharing,5-7yr,7592.6514188071715,5k-15k,5,Standard across all,High-Intent Buyer
779,Compliance-Led Adopters,Property Owner,Government Facility,6-15,5k-20km²,Abu Dhabi,6-10 years,631000.0,500k-2M,42.5,Increased>20%,20-50%,0,0,1,0,0,0,6,Yes-occasional,0,1,1,0,1,0,1,1,4.0,Very familiar,Partial strategy,Significantly impacted,8.0,1,0,0,1,1,0,1,0,5,>30%,5,3,5,3,3,5.0,4,4,5,Savings-Sharing,3-5yr,14299.141783419023,5k-15k,3,Standard across all,Evaluator
780,Resistant Traditionalists,Facilities Manager,Industrial/Warehouse,6-15,<5000m²,Dubai,>10 years,86000.0,20k-100k,74.5,Increased 5-20%,>100%,0,1,0,0,0,0,2,No plans,1,1,0,0,1,1,1,0,4.0,Somewhat familiar,No plans,Moderately impacted,7.0,0,0,0,1,0,0,0,1,1,21-30%,2,2,2,3,1,2.0,3,2,1,CAPEX,<1yr,2243.7764697950242,2k-5k,1,Premium/Grade-A only,Not Ready
781,Early Majority Evaluators,Property Owner,Hotel/Hospitality,50+,100k-500km²,Dubai,2-5 years,346000.0,100k-500k,62.2,Decreased 5-20%,51-100%,0,0,0,0,1,0,9,Yes-systematic,1,1,1,0,0,0,0,1,4.0,Familiar,Full strategy,Moderately impacted,6.0,1,1,1,1,0,0,1,0,3,21-30%,5,4,4,5,4,3.0,4,3,3,Savings-Sharing,Savings-Guaranteed,5973.530659748754,5k-15k,4,Regulation-driven,Evaluator
782,Early Majority Evaluators,Hospitality Manager,Commercial Office,2-5,5k-20km²,Abu Dhabi,>10 years,255579.2628768764,100k-500k,62.4,Increased>20%,>100%,0,0,1,1,0,0,5,Yes-occasional,1,0,1,1,1,0,0,0,3.0,Not familiar,Partial strategy,Moderately impacted,6.0,1,1,0,0,0,0,0,0,4,Non-cost KPI,5,4,4,4,3,3.0,3,3,5,CAPEX,>7yr,11503.851779848173,5k-15k,4,Standard across all,High-Intent Buyer
783,Cost-Driven Laggards,Operations Manager,Industrial/Warehouse,2-5,20k-100km²,Abu Dhabi,<2 years,198000.0,100k-500k,76.3,Decreased>20%,51-100%,0,1,0,0,0,0,6,No plans,1,1,1,0,0,0,0,0,1.0,Somewhat familiar,In development,Moderately impacted,5.0,1,0,0,0,0,0,0,0,4,21-30%,3,3,2,4,3,3.0,4,1,3,Savings-Sharing,3-5yr,500.0,<2k,1,Standard across all,Evaluator
784,Compliance-Led Adopters,Sustainability Officer,Retail/Mall,50+,100k-500km²,Abu Dhabi,>10 years,345000.0,100k-500k,58.7,Stable,20-50%,0,0,1,1,0,0,6,Plan to,0,1,1,0,1,1,0,0,4.0,Very familiar,Full strategy,Moderately impacted,8.0,1,1,1,1,1,0,0,0,5,21-30%,5,4,5,5,4,5.0,4,2,5,Managed Service,1-2yr,5188.2381416399185,5k-15k,4,Standard across all,High-Intent Buyer
785,Early Majority Evaluators,Facilities Manager,Hotel/Hospitality,2-5,20k-100km²,Dubai,6-10 years,1308144.1335765345,100k-500k,57.1,Stable,51-100%,0,1,1,1,0,0,8,Plan to,1,1,0,1,1,1,1,0,4.0,Somewhat familiar,Full strategy,Moderately impacted,5.0,1,0,1,1,0,1,1,0,3,>30%,2,5,5,5,3,3.0,5,5,3,SaaS Subscription,3-5yr,2825.4301947281274,2k-5k,3,Premium/Grade-A only,Evaluator
